udi,id_produto,tipo,temperatura_ar_k,temperatura_processo_k,velocidade_rotacao_rpm,torque_nm,desgaste_ferramenta_min,falha_maquina,falha_twf,falha_hdf,falha_pwf,falha_osf,falha_rnf,ratio_temp,flag_sobrecarga_termica,potencia_estimada
266,L47445,L,298.0,308.1,1454.0,37.1,35,0,0,0,0,0,0,0.9672184324335655,0,53943.4
267,H29680,H,298.0,308.1,1440.0,43.7,37,0,0,0,0,0,0,0.9672184324335655,0,62928.00000000001
268,L47447,L,297.9,308.0,1954.0,21.1,42,0,0,0,0,0,0,0.9672077890675072,0,41229.4
269,H29682,H,297.9,308.0,1800.0,24.8,44,0,0,0,0,0,0,0.9672077890675072,0,44640.0
270,L47449,L,298.0,308.0,1524.0,37.0,49,0,0,0,0,0,0,0.9675324643911284,0,56388.0
271,H29684,H,298.0,308.0,1520.0,39.6,51,0,0,0,0,0,0,0.9675324643911284,0,60192.0
272,M15131,M,298.1,308.1,1452.0,40.8,56,0,0,0,0,0,0,0.9675430023773353,0,59241.6
273,L47452,L,298.1,308.1,1484.0,40.4,59,0,0,0,0,0,0,0.9675430023773353,0,59953.6
274,L47453,L,298.1,308.0,1426.0,46.0,61,0,0,0,0,0,0,0.9678571397147496,0,65596.0
275,L47454,L,298.1,308.0,1652.0,28.5,63,0,0,0,0,0,0,0.9678571397147496,0,47082.0
276,L47455,L,298.0,308.0,1401.0,54.7,65,0,0,0,0,0,0,0.9675324643911284,0,76634.7
277,M15136,M,298.0,307.9,1750.0,26.6,67,0,0,0,0,0,0,0.9678467003317743,0,46550.0
278,H29691,H,298.0,308.0,1479.0,50.7,70,0,0,0,0,0,0,0.9675324643911284,0,74985.3
279,M15138,M,298.0,308.0,1620.0,29.4,75,0,0,0,0,0,0,0.9675324643911284,0,47628.0
280,L47459,L,298.0,308.1,1819.0,23.4,78,0,0,0,0,0,0,0.9672184324335655,0,42564.6
281,M15140,M,298.1,308.1,1456.0,43.7,80,0,0,0,0,0,0,0.9675430023773353,0,63627.200000000004
282,L47461,L,298.1,308.0,1626.0,36.5,83,0,0,0,0,0,0,0.9678571397147496,0,59349.0
283,M15142,M,298.1,308.1,1390.0,49.8,85,0,0,0,0,0,0,0.9675430023773353,0,69222.0
284,L47463,L,298.2,308.2,1469.0,43.0,88,0,0,0,0,0,0,0.9675535335251345,0,63167.0
285,L47464,L,298.2,308.3,2051.0,19.2,90,0,0,0,0,0,0,0.9672396984520282,0,39379.2
286,L47465,L,298.2,308.3,1568.0,36.0,92,0,0,0,0,0,0,0.9672396984520282,0,56448.0
287,L47466,L,298.2,308.3,1589.0,33.2,94,0,0,0,0,0,0,0.9672396984520282,0,52754.8
288,L47467,L,298.2,308.3,1805.0,31.6,96,0,0,0,0,0,0,0.9672396984520282,0,57038.0
289,H29702,H,298.2,308.4,1385.0,42.2,98,0,0,0,0,0,0,0.966926066903612,0,58447.00000000001
290,L47469,L,298.1,308.4,1436.0,46.7,103,0,0,0,0,0,0,0.9666018126893587,0,67061.2
292,L47471,L,298.0,308.3,1473.0,42.6,107,0,0,0,0,0,0,0.9665909796737236,0,62749.8
293,L47472,L,298.1,308.4,1335.0,40.2,109,0,0,0,0,0,0,0.9666018126893587,0,53667.00000000001
294,H29707,H,298.1,308.5,1392.0,44.8,111,0,0,0,0,0,0,0.9662884895744296,0,62361.6
295,M15154,M,298.1,308.5,1372.0,51.1,116,0,0,0,0,0,0,0.9662884895744296,0,70109.2
296,M15155,M,298.1,308.6,1716.0,30.7,119,0,0,0,0,0,0,0.9659753695204946,0,52681.2
297,L47476,L,298.0,308.5,1395.0,46.2,122,0,0,0,0,0,0,0.9659643404668903,0,64449.00000000001
298,L47477,L,298.0,308.5,1713.0,25.3,124,0,0,0,0,0,0,0.9659643404668903,0,43338.9
299,H29712,H,297.9,308.5,2129.0,18.7,126,0,0,0,0,0,0,0.965640191359351,0,39812.299999999996
300,M15159,M,297.8,308.3,1567.0,35.6,131,0,0,0,0,0,0,0.9659422608954192,0,55785.200000000004
301,L47480,L,297.8,308.4,1622.0,38.3,134,0,0,0,0,0,0,0.9656290500465985,0,62122.6
302,L47481,L,297.7,308.4,1740.0,27.1,136,0,0,0,0,0,0,0.9653047958323451,0,47154.0
303,H29716,H,297.8,308.4,1512.0,35.1,138,0,0,0,0,0,0,0.9656290500465985,0,53071.200000000004
306,L47485,L,297.8,308.4,2129.0,19.2,148,0,0,0,0,0,0,0.9656290500465985,0,40876.799999999996
307,L47486,L,297.8,308.4,1374.0,47.1,150,0,0,0,0,0,0,0.9656290500465985,0,64715.4
308,M15167,M,297.8,308.4,1579.0,36.6,152,0,0,0,0,0,0,0.9656290500465985,0,57791.4
309,L47488,L,297.9,308.5,1305.0,47.2,155,0,0,0,0,0,0,0.965640191359351,0,61596.00000000001
310,M15169,M,297.9,308.5,1449.0,40.8,157,0,0,0,0,0,0,0.965640191359351,0,59119.2
311,H29724,H,298.0,308.6,1526.0,41.8,160,0,0,0,0,0,0,0.9656513254515511,0,63786.799999999996
313,L47492,L,297.9,308.6,1468.0,36.0,168,0,0,0,0,0,0,0.9653272813826075,0,52848.0
314,L47493,L,298.0,308.6,1313.0,50.8,170,0,0,0,0,0,0,0.9656513254515511,0,66700.4
315,M15174,M,297.9,308.5,1300.0,53.0,172,0,0,0,0,0,0,0.965640191359351,0,68900.0
316,L47495,L,297.9,308.4,1646.0,40.6,175,0,0,0,0,0,0,0.9659533042608518,0,66827.6
317,L47496,L,297.8,308.4,1714.0,33.2,177,0,0,0,0,0,0,0.9656290500465985,0,56904.8
318,L47497,L,297.8,308.4,1685.0,28.4,179,0,0,0,0,0,0,0.9656290500465985,0,47854.0
319,L47498,L,297.8,308.4,1512.0,39.9,181,0,0,0,0,0,0,0.9656290500465985,0,60328.799999999996
320,L47499,L,297.8,308.4,1612.0,32.1,183,0,0,0,0,0,0,0.9656290500465985,0,51745.200000000004
321,H29734,H,297.8,308.4,1550.0,38.2,185,0,0,0,0,0,0,0.9656290500465985,0,59210.00000000001
323,L47502,L,297.8,308.5,1448.0,40.0,192,0,0,0,0,0,0,0.9653160422518119,0,57920.0
324,L47503,L,297.8,308.5,1561.0,46.3,194,0,0,0,0,0,0,0.9653160422518119,0,72274.29999999999
325,M15184,M,297.8,308.5,1488.0,41.9,196,0,0,0,0,0,0,0.9653160422518119,0,62347.2
326,L47505,L,297.8,308.5,1699.0,27.8,199,0,0,0,0,0,0,0.9653160422518119,0,47232.200000000004
327,L47506,L,297.7,308.5,1501.0,41.4,201,0,0,0,0,0,0,0.9649918931442726,0,62141.4
328,L47507,L,297.7,308.5,1373.0,56.7,203,1,0,0,0,1,0,0.9649918931442726,0,77849.1
329,H29742,H,297.6,308.4,1703.0,31.4,205,0,0,0,0,0,0,0.9649805416180918,0,53474.2
330,H29743,H,297.7,308.5,1720.0,29.9,210,0,0,0,0,0,0,0.9649918931442726,0,51428.0
331,M15190,M,297.6,308.4,1398.0,41.9,215,0,0,0,0,0,0,0.9649805416180918,0,58576.2
332,M15191,M,297.6,308.4,1391.0,51.9,218,0,0,0,0,0,0,0.9649805416180918,0,72192.9
333,M15192,M,297.6,308.3,1538.0,40.2,0,0,0,0,0,0,0,0.9652935421171147,0,61827.600000000006
335,M15194,M,297.5,308.1,1469.0,44.8,5,0,0,0,0,0,0,0.9655955827147172,0,65811.2
336,L47515,L,297.4,308.1,1749.0,25.9,8,0,0,0,0,0,0,0.9652710127709475,0,45299.1
337,M15196,M,297.6,308.2,1995.0,20.5,10,0,0,0,0,0,0,0.9656067457313215,0,40897.5
338,L47517,L,297.6,308.3,1742.0,27.7,13,0,0,0,0,0,0,0.9652935421171147,0,48253.4
339,L47518,L,297.5,308.2,1563.0,38.2,15,0,0,0,0,0,0,0.9652822810990193,0,59706.600000000006
340,M15199,M,297.5,308.2,1713.0,32.2,17,0,0,0,0,0,0,0.9652822810990193,0,55158.600000000006
341,L47520,L,297.4,308.1,1474.0,39.4,20,0,0,0,0,0,0,0.9652710127709475,0,58075.6
342,M15201,M,297.4,308.2,1530.0,32.6,22,0,0,0,0,0,0,0.964957816466717,0,49878.0
343,L47522,L,297.4,308.2,1471.0,46.5,25,0,0,0,0,0,0,0.964957816466717,0,68401.5
344,L47523,L,297.5,308.3,1388.0,48.6,27,0,0,0,0,0,0,0.9649691827279624,0,67456.8
345,M15204,M,297.5,308.2,2448.0,13.8,29,0,0,0,0,0,0,0.9652822810990193,0,33782.4
346,L47525,L,297.5,308.3,1585.0,32.9,32,0,0,0,0,0,0,0.9649691827279624,0,52146.5
348,L47527,L,297.5,308.3,1544.0,40.8,37,0,0,0,0,0,0,0.9649691827279624,0,62995.2
349,L47528,L,297.6,308.3,1617.0,31.7,39,0,0,0,0,0,0,0.9652935421171147,0,51258.9
350,L47529,L,297.6,308.3,1595.0,34.3,41,0,0,0,0,0,0,0.9652935421171147,0,54708.49999999999
351,H29764,H,297.6,308.3,1400.0,44.3,43,0,0,0,0,0,0,0.9652935421171147,0,62019.99999999999
352,M15211,M,297.6,308.4,1611.0,31.0,48,0,0,0,0,0,0,0.9649805416180918,0,49941.0
353,M15212,M,297.6,308.4,1507.0,46.0,51,0,0,0,0,0,0,0.9649805416180918,0,69322.0
354,H29767,H,297.5,308.3,1674.0,30.0,54,0,0,0,0,0,0,0.9649691827279624,0,50220.0
355,L47534,L,297.6,308.3,1658.0,34.3,59,0,0,0,0,0,0,0.9652935421171147,0,56869.399999999994
356,L47535,L,297.6,308.3,1623.0,36.9,61,0,0,0,0,0,0,0.9652935421171147,0,59888.7
357,M15216,M,297.6,308.4,1398.0,48.9,63,0,0,0,0,0,0,0.9649805416180918,0,68362.2
358,L47537,L,297.6,308.4,1517.0,34.2,66,0,0,0,0,0,0,0.9649805416180918,0,51881.4
359,M15218,M,297.6,308.3,1467.0,36.7,68,0,0,0,0,0,0,0.9652935421171147,0,53838.9
360,M15219,M,297.6,308.3,1567.0,34.6,71,0,0,0,0,0,0,0.9652935421171147,0,54218.200000000004
362,L47541,L,297.5,308.3,1596.0,36.8,77,0,0,0,0,0,0,0.9649691827279624,0,58732.799999999996
363,H29776,H,297.6,308.3,1640.0,30.9,79,0,0,0,0,0,0,0.9652935421171147,0,50676.0
364,L47543,L,297.6,308.3,1438.0,47.8,84,0,0,0,0,0,0,0.9652935421171147,0,68736.4
365,L47544,L,297.6,308.4,1407.0,55.2,86,0,0,0,0,0,0,0.9649805416180918,0,77666.40000000001
366,L47545,L,297.6,308.4,1353.0,57.5,88,0,0,0,0,0,0,0.9649805416180918,0,77797.5
367,M15226,M,297.6,308.5,1552.0,40.9,90,0,0,0,0,0,0,0.9646677440367335,0,63476.799999999996
369,L47548,L,297.5,308.4,1489.0,39.5,96,0,0,0,0,0,0,0.9646562874038384,0,58815.5
370,H29783,H,297.5,308.4,1587.0,36.1,98,0,0,0,0,0,0,0.9646562874038384,0,57290.700000000004
371,M15230,M,297.5,308.3,1622.0,37.2,103,0,0,0,0,0,0,0.9649691827279624,0,60338.4
372,L47551,L,297.5,308.4,1604.0,38.1,106,0,0,0,0,0,0,0.9646562874038384,0,61112.4
373,M15232,M,297.4,308.3,1405.0,51.7,108,0,0,0,0,0,0,0.9646448233388101,0,72638.5
374,L47553,L,297.4,308.3,1412.0,42.0,111,0,0,0,0,0,0,0.9646448233388101,0,59304.0
375,L47554,L,297.4,308.3,1431.0,43.0,113,0,0,0,0,0,0,0.9646448233388101,0,61533.0
376,L47555,L,297.4,308.2,1533.0,37.4,115,0,0,0,0,0,0,0.964957816466717,0,57334.2
377,M15236,M,297.4,308.2,1401.0,51.9,117,0,0,0,0,0,0,0.964957816466717,0,72711.9
378,M15237,M,297.4,308.2,1424.0,53.9,120,0,0,0,0,0,0,0.964957816466717,0,76753.59999999999
379,L47558,L,297.3,308.2,1754.0,29.4,123,0,0,0,0,0,0,0.9646333518344149,0,51567.6
380,L47559,L,297.3,308.2,1754.0,26.8,125,0,0,0,0,0,0,0.9646333518344149,0,47007.200000000004
381,L47560,L,297.5,308.3,2564.0,12.8,127,1,0,0,1,0,0,0.9649691827279624,0,32819.200000000004
382,L47561,L,297.5,308.5,1546.0,40.4,129,0,0,0,0,0,0,0.9643435949291942,0,62458.399999999994
383,L47562,L,297.5,308.5,1335.0,48.0,131,0,0,0,0,0,0,0.9643435949291942,0,64080.0
384,M15243,M,297.5,308.6,1842.0,27.0,133,0,0,0,0,0,0,0.9640311051068337,0,49734.0
385,L47564,L,297.5,308.5,1712.0,26.8,136,0,0,0,0,0,0,0.9643435949291942,0,45881.6
386,M15245,M,297.6,308.6,1414.0,45.4,138,0,0,0,0,0,0,0.9643551491757772,0,64195.6
387,L47566,L,297.6,308.7,1319.0,50.9,141,0,0,0,0,0,0,0.964042756838216,0,67137.09999999999
388,L47567,L,297.7,308.7,1249.0,60.4,143,0,0,0,0,0,0,0.9643666959366158,0,75439.59999999999
390,M15249,M,297.6,308.7,1408.0,54.8,147,0,0,0,0,0,0,0.964042756838216,0,77158.4
391,L47570,L,297.6,308.7,1460.0,46.7,150,0,0,0,0,0,0,0.964042756838216,0,68182.0
392,L47571,L,297.6,308.6,1491.0,38.1,152,0,0,0,0,0,0,0.9643551491757772,0,56807.1
393,M15252,M,297.6,308.5,1490.0,43.4,154,0,0,0,0,0,0,0.9646677440367335,0,64666.0
394,M15253,M,297.5,308.4,1350.0,52.2,157,0,0,0,0,0,0,0.9646562874038384,0,70470.0
395,L47574,L,297.5,308.4,1528.0,39.9,160,0,0,0,0,0,0,0.9646562874038384,0,60967.2
396,L47575,L,297.4,308.3,1571.0,37.7,162,0,0,0,0,0,0,0.9646448233388101,0,59226.700000000004
397,L47576,L,297.4,308.3,1490.0,42.6,164,0,0,0,0,0,0,0.9646448233388101,0,63474.0
398,M15257,M,297.4,308.3,1774.0,28.9,166,0,0,0,0,0,0,0.9646448233388101,0,51268.6
399,H29812,H,297.4,308.3,1502.0,43.6,169,0,0,0,0,0,0,0.9646448233388101,0,65487.200000000004
400,L47579,L,297.4,308.4,1392.0,49.7,174,0,0,0,0,0,0,0.9643320331895848,0,69182.40000000001
401,L47580,L,297.4,308.5,2100.0,16.9,176,0,0,0,0,0,0,0.9640194458216549,0,35490.0
402,L47581,L,297.5,308.5,1722.0,30.4,178,0,0,0,0,0,0,0.9643435949291942,0,52348.799999999996
403,L47582,L,297.4,308.6,1678.0,32.3,180,0,0,0,0,0,0,0.9637070610378902,0,54199.399999999994
404,L47583,L,297.3,308.6,1273.0,59.8,182,0,0,0,0,0,0,0.9633830169689468,0,76125.4
405,L47584,L,297.3,308.6,1297.0,45.9,184,0,0,0,0,0,0,0.9633830169689468,0,59532.299999999996
406,L47585,L,297.3,308.5,1350.0,57.6,186,0,0,0,0,0,0,0.9636952967141158,0,77760.0
407,L47586,L,297.4,308.6,1439.0,51.9,188,0,0,0,0,0,0,0.9637070610378902,0,74684.09999999999
408,M15267,M,297.4,308.5,1600.0,42.1,190,0,0,0,0,0,0,0.9640194458216549,0,67360.0
409,M15268,M,297.4,308.6,1434.0,44.4,193,0,0,0,0,0,0,0.9637070610378902,0,63669.6
410,L47589,L,297.4,308.6,1459.0,41.3,196,0,0,0,0,0,0,0.9637070610378902,0,60256.7
411,M15270,M,297.5,308.6,1472.0,44.9,198,0,0,0,0,0,0,0.9640311051068337,0,66092.8
412,L47591,L,297.5,308.7,1429.0,44.3,201,0,0,0,0,0,0,0.9637188177398159,0,63304.7
413,L47592,L,297.5,308.6,1388.0,48.2,203,0,0,0,0,0,0,0.9640311051068337,0,66901.6
414,L47593,L,297.4,308.4,1573.0,34.5,205,0,0,0,0,0,0,0.9643320331895848,0,54268.5
415,L47594,L,297.4,308.4,1588.0,32.5,207,0,0,0,0,0,0,0.9643320331895848,0,51610.0
416,L47595,L,297.5,308.4,1511.0,42.8,209,0,0,0,0,0,0,0.9646562874038384,0,64670.799999999996
418,L47597,L,297.4,308.4,1394.0,50.1,213,0,0,0,0,0,0,0.9643320331895848,0,69839.40000000001
419,L47598,L,297.4,308.4,2151.0,17.7,0,0,0,0,0,0,0,0.9643320331895848,0,38072.7
420,M15279,M,297.3,308.3,1501.0,38.2,2,0,0,0,0,0,0,0.964320463949658,0,57338.200000000004
421,M15280,M,297.3,308.3,1301.0,39.6,5,0,0,0,0,0,0,0.964320463949658,0,51519.6
422,M15281,M,297.3,308.3,1657.0,31.1,8,0,0,0,0,0,0,0.964320463949658,0,51532.700000000004
423,L47602,L,297.3,308.3,1333.0,55.2,11,0,0,0,0,0,0,0.964320463949658,0,73581.6
424,L47603,L,297.3,308.3,1484.0,43.9,13,0,0,0,0,0,0,0.964320463949658,0,65147.6
425,L47604,L,297.3,308.4,1430.0,45.7,15,0,0,0,0,0,0,0.9640077789753315,0,65351.00000000001
426,M15285,M,297.3,308.4,1665.0,28.9,17,0,0,0,0,0,0,0.9640077789753315,0,48118.5
427,L47606,L,297.4,308.5,1501.0,44.9,20,0,0,0,0,0,0,0.9640194458216549,0,67394.9
428,M15287,M,297.5,308.5,1496.0,42.2,22,0,0,0,0,0,0,0.9643435949291942,0,63131.200000000004
429,M15288,M,297.6,308.6,1595.0,36.9,25,0,0,0,0,0,0,0.9643551491757772,0,58855.5
430,L47609,L,297.5,308.6,1208.0,62.3,28,0,0,0,0,0,0,0.9640311051068337,0,75258.4
431,L47610,L,297.5,308.6,1596.0,37.1,30,0,0,0,0,0,0,0.9640311051068337,0,59211.600000000006
432,L47611,L,297.5,308.5,1446.0,41.9,32,0,0,0,0,0,0,0.9643435949291942,0,60587.4
433,M15292,M,297.6,308.5,1466.0,39.7,34,0,0,0,0,0,0,0.9646677440367335,0,58200.200000000004
434,M15293,M,297.6,308.5,1848.0,23.7,37,0,0,0,0,0,0,0.9646677440367335,0,43797.6
435,M15294,M,297.5,308.5,1484.0,44.7,40,0,0,0,0,0,0,0.9643435949291942,0,66334.8
436,L47615,L,297.4,308.3,1493.0,41.2,43,0,0,0,0,0,0,0.9646448233388101,0,61511.600000000006
437,L47616,L,297.3,308.3,1504.0,36.3,45,0,0,0,0,0,0,0.964320463949658,0,54595.2
438,L47617,L,297.3,308.3,1538.0,38.5,47,0,0,0,0,0,0,0.964320463949658,0,59213.0
439,L47618,L,297.4,308.4,1341.0,52.2,49,0,0,0,0,0,0,0.9643320331895848,0,70000.2
441,L47620,L,297.4,308.5,1389.0,39.2,54,0,0,0,0,0,0,0.9640194458216549,0,54448.8
442,H29855,H,297.5,308.5,1393.0,46.6,56,0,0,0,0,0,0,0.9643435949291942,0,64913.8
443,L47622,L,297.4,308.5,1399.0,61.5,61,1,0,0,1,0,0,0.9640194458216549,0,86038.5
444,H29857,H,297.4,308.5,1469.0,45.1,63,0,0,0,0,0,0,0.9640194458216549,0,66251.90000000001
445,L47624,L,297.4,308.4,1582.0,37.2,68,0,0,0,0,0,0,0.9643320331895848,0,58850.4
446,L47625,L,297.5,308.6,1793.0,26.7,70,0,0,0,0,0,0,0.9640311051068337,0,47873.1
447,L47626,L,297.5,308.6,1452.0,39.0,72,0,0,0,0,0,0,0.9640311051068337,0,56628.0
448,M15307,M,297.6,308.7,1376.0,59.9,74,0,0,0,0,0,0,0.964042756838216,0,82422.4
449,L47628,L,297.5,308.6,1552.0,44.9,77,0,0,0,0,0,0,0.9640311051068337,0,69684.8
450,L47629,L,297.6,308.7,1622.0,37.9,79,0,0,0,0,0,0,0.964042756838216,0,61473.799999999996
451,M15310,M,297.6,308.7,1419.0,41.7,81,0,0,0,0,0,0,0.964042756838216,0,59172.3
452,H29865,H,297.5,308.6,1440.0,46.1,84,0,0,0,0,0,0,0.9640311051068337,0,66384.0
453,M15312,M,297.4,308.6,1643.0,31.0,89,0,0,0,0,0,0,0.9637070610378902,0,50933.0
454,L47633,L,297.4,308.7,1510.0,36.2,92,0,0,0,0,0,0,0.9633948786414159,0,54662.00000000001
455,L47634,L,297.4,308.7,1468.0,46.6,94,0,0,0,0,0,0,0.9633948786414159,0,68408.8
456,L47635,L,297.4,308.7,1429.0,57.4,96,0,0,0,0,0,0,0.9633948786414159,0,82024.59999999999
457,H29870,H,297.3,308.7,1478.0,47.6,98,0,0,0,0,0,0,0.9630709395430161,0,70352.8
458,L47637,L,297.4,308.6,1276.0,53.6,103,0,0,0,0,0,0,0.9637070610378902,0,68393.6
459,L47638,L,297.3,308.6,1486.0,42.6,105,0,0,0,0,0,0,0.9633830169689468,0,63303.6
460,L47639,L,297.4,308.6,1476.0,42.3,107,0,0,0,0,0,0,0.9637070610378902,0,62434.799999999996
461,H29874,H,297.3,308.6,1431.0,42.0,109,0,0,0,0,0,0,0.9633830169689468,0,60102.0
462,L47641,L,297.4,308.7,1402.0,40.2,114,0,0,0,0,0,0,0.9633948786414159,0,56360.4
463,L47642,L,297.4,308.7,1433.0,43.4,116,0,0,0,0,0,0,0.9633948786414159,0,62192.2
464,L47643,L,297.4,308.7,2874.0,4.2,118,1,0,0,1,0,0,0.9633948786414159,0,12070.800000000001
465,L47644,L,297.3,308.6,1511.0,35.7,120,0,0,0,0,0,0,0.9633830169689468,0,53942.700000000004
466,M15325,M,297.3,308.6,1456.0,42.9,122,0,0,0,0,0,0,0.9633830169689468,0,62462.4
467,L47646,L,297.2,308.5,1550.0,41.5,125,0,0,0,0,0,0,0.9633711476065765,0,64325.0
468,L47647,L,297.2,308.5,2182.0,16.5,127,0,0,0,0,0,0,0.9633711476065765,0,36003.0
469,L47648,L,297.3,308.7,1619.0,31.6,129,0,0,0,0,0,0,0.9630709395430161,0,51160.4
470,M15329,M,297.3,308.8,1586.0,32.7,131,0,0,0,0,0,0,0.9627590642397699,0,51862.200000000004
471,H29884,H,297.3,308.8,1499.0,44.2,134,0,0,0,0,0,0,0.9627590642397699,0,66255.8
472,H29885,H,297.3,308.8,1419.0,42.4,139,0,0,0,0,0,0,0.9627590642397699,0,60165.6
473,M15332,M,297.4,309.0,1497.0,41.8,144,0,0,0,0,0,0,0.9624595438108104,0,62574.6
474,M15333,M,297.4,309.0,1520.0,37.0,147,0,0,0,0,0,0,0.9624595438108104,0,56240.0
475,L47654,L,297.4,309.1,1478.0,49.8,150,0,0,0,0,0,0,0.962148168999844,0,73604.4
476,L47655,L,297.4,309.1,1380.0,41.1,152,0,0,0,0,0,0,0.962148168999844,0,56718.0
477,L47656,L,297.4,309.0,1570.0,37.9,154,0,0,0,0,0,0,0.9624595438108104,0,59503.0
478,H29891,H,297.4,309.0,1468.0,41.4,156,0,0,0,0,0,0,0.9624595438108104,0,60775.2
479,L47658,L,297.4,309.0,1833.0,22.6,161,0,0,0,0,0,0,0.9624595438108104,0,41425.8
480,M15339,M,297.4,308.9,1323.0,57.3,163,0,0,0,0,0,0,0.9627711202241143,0,75807.9
481,L47660,L,297.4,309.0,1583.0,32.0,166,0,0,0,0,0,0,0.9624595438108104,0,50656.0
482,M15341,M,297.3,309.0,1556.0,39.5,168,0,0,0,0,0,0,0.9621359192163886,0,61462.0
483,L47662,L,297.3,309.0,1548.0,37.4,171,0,0,0,0,0,0,0.9621359192163886,0,57895.2
485,L47664,L,297.4,309.0,1568.0,33.7,175,0,0,0,0,0,0,0.9624595438108104,0,52841.600000000006
486,M15345,M,297.4,309.0,1685.0,30.7,177,0,0,0,0,0,0,0.9624595438108104,0,51729.5
487,M15346,M,297.4,309.1,1582.0,35.9,180,0,0,0,0,0,0,0.962148168999844,0,56793.799999999996
489,L47668,L,297.4,309.2,1584.0,42.8,186,0,0,0,0,0,0,0.9618369955956112,0,67795.2
490,M15349,M,297.5,309.2,1347.0,55.8,188,0,0,0,0,0,0,0.9621604108597659,0,75162.59999999999
491,L47670,L,297.4,309.2,1459.0,37.9,191,0,0,0,0,0,0,0.9618369955956112,0,55296.1
492,L47671,L,297.4,309.2,1420.0,45.6,193,0,0,0,0,0,0,0.9618369955956112,0,64752.0
493,L47672,L,297.5,309.3,1404.0,43.5,195,0,0,0,0,0,0,0.9618493341032999,0,61074.0
494,L47673,L,297.5,309.3,1470.0,38.8,197,0,0,0,0,0,0,0.9618493341032999,0,57035.99999999999
495,L47674,L,297.6,309.4,1326.0,49.8,199,0,0,0,0,0,0,0.9618616646352243,0,66034.8
496,H29909,H,297.5,309.3,1459.0,49.7,201,0,0,0,0,0,0,0.9618493341032999,0,72512.3
497,M15356,M,297.5,309.2,1530.0,40.0,206,0,0,0,0,0,0,0.9621604108597659,0,61200.0
498,L47677,L,297.4,309.0,1505.0,39.2,209,0,0,0,0,0,0,0.9624595438108104,0,58996.00000000001
499,L47678,L,297.5,309.1,1611.0,30.2,211,0,0,0,0,0,0,0.9624716888952711,0,48652.2
500,L47679,L,297.5,309.1,1515.0,35.1,213,0,0,0,0,0,0,0.9624716888952711,0,53176.5
502,M15361,M,297.6,309.3,1464.0,46.2,218,0,0,0,0,0,0,0.9621726448038389,0,67636.8
503,L47682,L,297.6,309.2,1390.0,43.3,221,0,0,0,0,0,0,0.9624838261239205,0,60186.99999999999
504,M15363,M,297.6,309.2,1442.0,48.1,0,0,0,0,0,0,0,0.9624838261239205,0,69360.2
505,M15364,M,297.6,309.3,1529.0,41.9,3,0,0,0,0,0,0,0.9621726448038389,0,64065.1
506,L47685,L,297.6,309.3,1610.0,35.0,6,0,0,0,0,0,0,0.9621726448038389,0,56350.0
507,L47686,L,297.6,309.3,1543.0,34.3,8,0,0,0,0,0,0,0.9621726448038389,0,52924.899999999994
508,H29921,H,297.8,309.4,1445.0,48.2,10,0,0,0,0,0,0,0.9625080770442532,0,69649.0
509,L47688,L,297.7,309.3,1893.0,24.6,15,0,0,0,0,0,0,0.9624959555043777,0,46567.8
510,M15369,M,297.6,309.3,1415.0,41.3,17,0,0,0,0,0,0,0.9621726448038389,0,58439.49999999999
512,L47691,L,297.5,309.3,1479.0,39.4,22,0,0,0,0,0,0,0.9618493341032999,0,58272.6
513,L47692,L,297.5,309.2,1426.0,44.8,24,0,0,0,0,0,0,0.9621604108597659,0,63884.799999999996
514,L47693,L,297.4,309.2,1428.0,38.8,26,0,0,0,0,0,0,0.9618369955956112,0,55406.399999999994
515,L47694,L,297.4,309.2,1620.0,33.2,28,0,0,0,0,0,0,0.9618369955956112,0,53784.00000000001
516,L47695,L,297.5,309.2,1715.0,28.0,30,0,0,0,0,0,0,0.9621604108597659,0,48020.0
517,L47696,L,297.5,309.3,1732.0,29.9,32,0,0,0,0,0,0,0.9618493341032999,0,51786.799999999996
518,M15377,M,297.5,309.4,1391.0,58.2,34,0,0,0,0,0,0,0.9615384584307096,0,80956.2
520,M15379,M,297.7,309.5,2027.0,19.8,39,0,0,0,0,0,0,0.9618739871991148,0,40134.6
521,L47700,L,297.6,309.5,1617.0,36.2,42,0,0,0,0,0,0,0.961550885423099,0,58535.4
522,L47701,L,297.5,309.4,1497.0,35.8,44,0,0,0,0,0,0,0.9615384584307096,0,53592.6
523,M15382,M,297.5,309.5,1448.0,43.7,46,0,0,0,0,0,0,0.9612277836470831,0,63277.600000000006
524,L47703,L,297.4,309.4,1401.0,45.9,49,0,0,0,0,0,0,0.9612152522261951,0,64305.9
525,L47704,L,297.4,309.4,1620.0,35.4,51,0,0,0,0,0,0,0.9612152522261951,0,57348.0
526,L47705,L,297.4,309.4,1466.0,45.5,53,0,0,0,0,0,0,0.9612152522261951,0,66703.0
527,L47706,L,297.6,309.5,1373.0,50.6,55,0,0,0,0,0,0,0.961550885423099,0,69473.8
528,M15387,M,297.6,309.6,1592.0,35.8,57,0,0,0,0,0,0,0.961240306972738,0,56993.6
529,M15388,M,297.5,309.5,1553.0,42.4,60,0,0,0,0,0,0,0.9612277836470831,0,65847.2
530,L47709,L,297.6,309.5,1569.0,36.2,63,0,0,0,0,0,0,0.961550885423099,0,56797.8
